"Year","Month","Temperature"
2012,7,1.88962526058173
2012,8,1.24079845178999
2012,9,0.986973527165899
2012,10,-0.0353179187806898
2012,11,1.00392196981808
2012,12,1.66476616716542
2013,1,1.4859220039763
2013,2,0.548249913807007
2013,3,0.343056044670675
2013,4,-0.778277114154735
2013,5,0.648766087670833
2013,6,0.956620291310443
2013,7,0.602657333946366
2013,8,0.706412406238193
2013,9,1.26918404577858
2013,10,-0.273648052338913
2013,11,-0.19201815902122
2013,12,-1.57310479875818
2014,1,0.45734075349706
2014,2,-1.23865291949755
2014,3,-0.815967297517998
2014,4,0.186418266473047
2014,5,0.746723916577041
2014,6,0.743628025485206
2014,7,0.0395645081161288
2014,8,0.324553543851372
2014,9,0.843646408856762
2014,10,1.45842370478119
2014,11,-1.43779638568415
2014,12,2.15444460808185
2015,1,1.61733050564851
2015,2,-1.35223050490903
2015,3,2.01725132785339
2015,4,0.962457259968288
2015,5,0.629046794402594
2015,6,1.4477893796002
2015,7,0.341124451592737
2015,8,0.825755417405387
2015,9,2.36609712457857
2015,10,1.3409934381207
2015,11,1.6292202483997
2015,12,3.59181637533787
2016,1,1.93240341959685
2016,2,2.96569662973905
2016,3,3.38277486287101
2016,4,0.792913111080606
2016,5,0.419352248334033
2016,6,1.66207150736822
2016,7,0.942341173400368
2016,8,1.15855778317037
2016,9,1.48209353306365
2016,10,1.74471006442235
2016,11,3.42252657942596
2016,12,-0.0426096610385935
2017,1,2.46512131924883
2017,2,3.677844886595
2017,3,2.22098589775947
2017,4,1.50403777927197
2017,5,0.318520368457775
2017,6,1.05249567043752
2017,7,1.12002947900917
2017,8,0.116956864248795
2017,9,1.19063403803147
2017,10,1.15437821282745
2017,11,1.22113937874201
2017,12,0.20762267922445
2018,1,1.5787944084531
2018,2,0.70303612468775
2018,3,0.960818737700883
2018,4,-1.31203101530674
2018,5,2.80296662209185
2018,6,1.45611375670236
2018,7,1.3148203963623
2018,8,1.16693549136188
2018,9,1.44867465094576
2018,10,-0.638511862743525
2018,11,-1.14638204218147
2018,12,1.43105233028204
2019,1,1.32073837981333
2019,2,-1.54167309799761
2019,3,-0.337639090209291
2019,4,0.862655672998441
2019,5,-0.496905099974705
2019,6,0.141133450402627
2019,7,0.818803871455733
2019,8,0.959289163582763
2019,9,1.75454357254475
2019,10,-1.06501155792684
2019,11,-0.653004690041876
2019,12,1.77506581280022
2020,1,NA
2020,2,NA
2020,3,NA
2020,4,NA
2020,5,NA
2020,6,NA
2020,7,NA
2020,8,NA
2020,9,NA
2020,10,NA
2020,11,NA
2020,12,NA
2021,1,NA
2021,2,NA
2021,3,NA
2021,4,NA
2021,5,NA
2021,6,NA
2021,7,NA
2021,8,NA
2021,9,NA
2021,10,NA
2021,11,NA
2021,12,NA
2022,1,NA
2022,2,NA
2022,3,NA
2022,4,NA
2022,5,NA
2022,6,NA
2022,7,NA
2022,8,NA
2022,9,NA
2022,10,NA
2022,11,NA
2022,12,NA
2023,1,NA
2023,2,NA
2023,3,NA
2023,4,NA
2023,5,NA
2023,6,NA
2023,7,NA
2023,8,NA
2023,9,NA
2023,10,NA
2023,11,NA
2023,12,NA
2024,1,NA
2024,2,NA
2024,3,NA
2024,4,NA
2024,5,NA
2024,6,NA
2024,7,NA
2024,8,NA
2024,9,NA
2024,10,NA
2024,11,NA
2024,12,NA
2025,1,NA
2025,2,NA
2025,3,NA
2025,4,NA
2025,5,NA
2025,6,NA
2025,7,NA
2025,8,NA
2025,9,NA
2025,10,NA
2025,11,NA
2025,12,NA
2026,1,NA
2026,2,NA
2026,3,NA
2026,4,NA
2026,5,NA
2026,6,NA
2026,7,NA
2026,8,NA
2026,9,NA
2026,10,NA
2026,11,NA
2026,12,NA
2027,1,NA
2027,2,NA
2027,3,NA
2027,4,NA
2027,5,NA
2027,6,NA
2027,7,NA
2027,8,NA
2027,9,NA
2027,10,NA
2027,11,NA
2027,12,NA
2028,1,NA
2028,2,NA
2028,3,NA
2028,4,NA
2028,5,NA
2028,6,NA
2028,7,NA
2028,8,NA
2028,9,NA
2028,10,NA
2028,11,NA
2028,12,NA
2029,1,NA
2029,2,NA
2029,3,NA
2029,4,NA
2029,5,NA
2029,6,NA
2029,7,NA
2029,8,NA
2029,9,NA
2029,10,NA
2029,11,NA
2029,12,NA
2030,1,NA
2030,2,NA
2030,3,NA
2030,4,NA
2030,5,NA
2030,6,NA
2030,7,NA
2030,8,NA
2030,9,NA
2030,10,NA
2030,11,NA
2030,12,NA
2031,1,NA
2031,2,NA
2031,3,NA
2031,4,NA
2031,5,NA
2031,6,NA
2031,7,NA
2031,8,NA
2031,9,NA
2031,10,NA
2031,11,NA
2031,12,NA
2032,1,NA
2032,2,NA
2032,3,NA
2032,4,NA
2032,5,NA
2032,6,NA
2032,7,NA
2032,8,NA
2032,9,NA
2032,10,NA
2032,11,NA
2032,12,NA
2033,1,NA
2033,2,NA
2033,3,NA
2033,4,NA
2033,5,NA
2033,6,NA
2033,7,NA
2033,8,NA
2033,9,NA
2033,10,NA
2033,11,NA
2033,12,NA
2034,1,NA
2034,2,NA
2034,3,NA
2034,4,NA
2034,5,NA
2034,6,NA
2034,7,NA
2034,8,NA
2034,9,NA
2034,10,NA
2034,11,NA
2034,12,NA
2035,1,NA
2035,2,NA
2035,3,NA
2035,4,NA
2035,5,NA
2035,6,NA
2035,7,NA
2035,8,NA
2035,9,NA
2035,10,NA
2035,11,NA
2035,12,NA
2036,1,NA
2036,2,NA
2036,3,NA
2036,4,NA
2036,5,NA
2036,6,NA
2036,7,NA
2036,8,NA
2036,9,NA
2036,10,NA
2036,11,NA
2036,12,NA
2037,1,NA
2037,2,NA
2037,3,NA
2037,4,NA
2037,5,NA
2037,6,NA
2037,7,NA
2037,8,NA
2037,9,NA
2037,10,NA
2037,11,NA
2037,12,NA
2038,1,NA
2038,2,NA
2038,3,NA
2038,4,NA
2038,5,NA
2038,6,NA
2038,7,NA
2038,8,NA
2038,9,NA
2038,10,NA
2038,11,NA
2038,12,NA
2039,1,NA
2039,2,NA
2039,3,NA
2039,4,NA
2039,5,NA
2039,6,NA
2039,7,NA
2039,8,NA
2039,9,NA
2039,10,NA
2039,11,NA
2039,12,NA
2040,1,NA
2040,2,NA
2040,3,NA
2040,4,NA
2040,5,NA
2040,6,NA
2040,7,NA
2040,8,NA
2040,9,NA
2040,10,NA
2040,11,NA
2040,12,NA
2041,1,NA
2041,2,NA
2041,3,NA
2041,4,NA
2041,5,NA
2041,6,NA
2041,7,NA
2041,8,NA
2041,9,NA
2041,10,NA
2041,11,NA
2041,12,NA
2042,1,NA
2042,2,NA
2042,3,NA
2042,4,NA
2042,5,NA
2042,6,NA
2042,7,NA
2042,8,NA
2042,9,NA
2042,10,NA
2042,11,NA
2042,12,NA
2043,1,NA
2043,2,NA
2043,3,NA
2043,4,NA
2043,5,NA
2043,6,NA
2043,7,NA
2043,8,NA
2043,9,NA
2043,10,NA
2043,11,NA
2043,12,NA
2044,1,NA
2044,2,NA
2044,3,NA
2044,4,NA
2044,5,NA
2044,6,NA
2044,7,NA
2044,8,NA
2044,9,NA
2044,10,NA
2044,11,NA
2044,12,NA
2045,1,NA
2045,2,NA
2045,3,NA
2045,4,NA
2045,5,NA
2045,6,NA
2045,7,NA
2045,8,NA
2045,9,NA
2045,10,NA
2045,11,NA
2045,12,NA
2046,1,NA
2046,2,NA
2046,3,NA
2046,4,NA
2046,5,NA
2046,6,NA
2046,7,NA
2046,8,NA
2046,9,NA
2046,10,NA
2046,11,NA
2046,12,NA
2047,1,NA
2047,2,NA
2047,3,NA
2047,4,NA
2047,5,NA
2047,6,NA
2047,7,NA
2047,8,NA
2047,9,NA
2047,10,NA
2047,11,NA
2047,12,NA
2048,1,NA
2048,2,NA
2048,3,NA
2048,4,NA
2048,5,NA
2048,6,NA
2048,7,NA
2048,8,NA
2048,9,NA
2048,10,NA
2048,11,NA
2048,12,NA
2049,1,NA
2049,2,NA
2049,3,NA
2049,4,NA
2049,5,NA
2049,6,NA
2049,7,NA
2049,8,NA
2049,9,NA
2049,10,NA
2049,11,NA
2049,12,NA
2050,1,NA
2050,2,NA
2050,3,NA
2050,4,NA
2050,5,NA
2050,6,NA
2050,7,NA
2050,8,NA
2050,9,NA
2050,10,NA
2050,11,NA
2050,12,NA
2051,1,NA
2051,2,NA
2051,3,NA
2051,4,NA
2051,5,NA
2051,6,NA
2051,7,NA
2051,8,NA
2051,9,NA
2051,10,NA
2051,11,NA
2051,12,NA
2052,1,NA
2052,2,NA
2052,3,NA
2052,4,NA
2052,5,NA
2052,6,NA
2052,7,NA
2052,8,NA
2052,9,NA
2052,10,NA
2052,11,NA
2052,12,NA
2053,1,NA
2053,2,NA
2053,3,NA
2053,4,NA
2053,5,NA
2053,6,NA
2053,7,NA
2053,8,NA
2053,9,NA
2053,10,NA
2053,11,NA
2053,12,NA
2054,1,NA
2054,2,NA
2054,3,NA
2054,4,NA
2054,5,NA
2054,6,NA
2054,7,NA
2054,8,NA
2054,9,NA
2054,10,NA
2054,11,NA
2054,12,NA
2055,1,NA
2055,2,NA
2055,3,NA
2055,4,NA
2055,5,NA
2055,6,NA
2055,7,NA
2055,8,NA
2055,9,NA
2055,10,NA
2055,11,NA
2055,12,NA
2056,1,NA
2056,2,NA
2056,3,NA
2056,4,NA
2056,5,NA
2056,6,NA
2056,7,NA
2056,8,NA
2056,9,NA
2056,10,NA
2056,11,NA
2056,12,NA
2057,1,NA
2057,2,NA
2057,3,NA
2057,4,NA
2057,5,NA
2057,6,NA
2057,7,NA
2057,8,NA
2057,9,NA
2057,10,NA
2057,11,NA
2057,12,NA
2058,1,NA
2058,2,NA
2058,3,NA
2058,4,NA
2058,5,NA
2058,6,NA
2058,7,NA
2058,8,NA
2058,9,NA
2058,10,NA
2058,11,NA
2058,12,NA
2059,1,NA
2059,2,NA
2059,3,NA
2059,4,NA
2059,5,NA
2059,6,NA
2059,7,NA
2059,8,NA
2059,9,NA
2059,10,NA
2059,11,NA
2059,12,NA
2060,1,NA
2060,2,NA
2060,3,NA
2060,4,NA
2060,5,NA
2060,6,NA
2060,7,NA
2060,8,NA
2060,9,NA
2060,10,NA
2060,11,NA
2060,12,NA
2061,1,NA
2061,2,NA
2061,3,NA
2061,4,NA
2061,5,NA
2061,6,NA
2061,7,NA
2061,8,NA
2061,9,NA
2061,10,NA
2061,11,NA
2061,12,NA
2062,1,NA
2062,2,NA
2062,3,NA
2062,4,NA
2062,5,NA
2062,6,NA
2062,7,NA
2062,8,NA
2062,9,NA
2062,10,NA
2062,11,NA
2062,12,NA
2063,1,NA
2063,2,NA
2063,3,NA
2063,4,NA
2063,5,NA
2063,6,NA
2063,7,NA
2063,8,NA
2063,9,NA
2063,10,NA
2063,11,NA
2063,12,NA
2064,1,NA
2064,2,NA
2064,3,NA
2064,4,NA
2064,5,NA
2064,6,NA
2064,7,NA
2064,8,NA
2064,9,NA
2064,10,NA
2064,11,NA
2064,12,NA
2065,1,NA
2065,2,NA
2065,3,NA
2065,4,NA
2065,5,NA
2065,6,NA
2065,7,NA
2065,8,NA
2065,9,NA
2065,10,NA
2065,11,NA
2065,12,NA
2066,1,NA
2066,2,NA
2066,3,NA
2066,4,NA
2066,5,NA
2066,6,NA
2066,7,NA
2066,8,NA
2066,9,NA
2066,10,NA
2066,11,NA
2066,12,NA
2067,1,NA
2067,2,NA
2067,3,NA
2067,4,NA
2067,5,NA
2067,6,NA
2067,7,NA
2067,8,NA
2067,9,NA
2067,10,NA
2067,11,NA
2067,12,NA
2068,1,NA
2068,2,NA
2068,3,NA
2068,4,NA
2068,5,NA
2068,6,NA
2068,7,NA
2068,8,NA
2068,9,NA
2068,10,NA
2068,11,NA
2068,12,NA
2069,1,NA
2069,2,NA
2069,3,NA
2069,4,NA
2069,5,NA
2069,6,NA
2069,7,NA
2069,8,NA
2069,9,NA
2069,10,NA
2069,11,NA
2069,12,NA
2070,1,NA
2070,2,NA
2070,3,NA
2070,4,NA
2070,5,NA
2070,6,NA
2070,7,NA
2070,8,NA
2070,9,NA
2070,10,NA
2070,11,NA
2070,12,NA
2071,1,NA
2071,2,NA
2071,3,NA
2071,4,NA
2071,5,NA
2071,6,NA
2071,7,NA
2071,8,NA
2071,9,NA
2071,10,NA
2071,11,NA
2071,12,NA
2072,1,NA
2072,2,NA
2072,3,NA
2072,4,NA
2072,5,NA
2072,6,NA
2072,7,NA
2072,8,NA
2072,9,NA
2072,10,NA
2072,11,NA
2072,12,NA
2073,1,NA
2073,2,NA
2073,3,NA
2073,4,NA
2073,5,NA
2073,6,NA
2073,7,NA
2073,8,NA
2073,9,NA
2073,10,NA
2073,11,NA
2073,12,NA
2074,1,NA
2074,2,NA
2074,3,NA
2074,4,NA
2074,5,NA
2074,6,NA
2074,7,NA
2074,8,NA
2074,9,NA
2074,10,NA
2074,11,NA
2074,12,NA
2075,1,NA
2075,2,NA
2075,3,NA
2075,4,NA
2075,5,NA
2075,6,NA
2075,7,NA
2075,8,NA
2075,9,NA
2075,10,NA
2075,11,NA
2075,12,NA
2076,1,NA
2076,2,NA
2076,3,NA
2076,4,NA
2076,5,NA
2076,6,NA
2076,7,NA
2076,8,NA
2076,9,NA
2076,10,NA
2076,11,NA
2076,12,NA
2077,1,NA
2077,2,NA
2077,3,NA
2077,4,NA
2077,5,NA
2077,6,NA
2077,7,NA
2077,8,NA
2077,9,NA
2077,10,NA
2077,11,NA
2077,12,NA
2078,1,NA
2078,2,NA
2078,3,NA
2078,4,NA
2078,5,NA
2078,6,NA
2078,7,NA
2078,8,NA
2078,9,NA
2078,10,NA
2078,11,NA
2078,12,NA
2079,1,NA
2079,2,NA
2079,3,NA
2079,4,NA
2079,5,NA
2079,6,NA
2079,7,NA
2079,8,NA
2079,9,NA
2079,10,NA
2079,11,NA
2079,12,NA
2080,1,NA
2080,2,NA
2080,3,NA
2080,4,NA
2080,5,NA
2080,6,NA
2080,7,NA
2080,8,NA
2080,9,NA
2080,10,NA
2080,11,NA
2080,12,NA
2081,1,NA
2081,2,NA
2081,3,NA
2081,4,NA
2081,5,NA
2081,6,NA
2081,7,NA
2081,8,NA
2081,9,NA
2081,10,NA
2081,11,NA
2081,12,NA
2082,1,NA
2082,2,NA
2082,3,NA
2082,4,NA
2082,5,NA
2082,6,NA
2082,7,NA
2082,8,NA
2082,9,NA
2082,10,NA
2082,11,NA
2082,12,NA
2083,1,NA
2083,2,NA
2083,3,NA
2083,4,NA
2083,5,NA
2083,6,NA
2083,7,NA
2083,8,NA
2083,9,NA
2083,10,NA
2083,11,NA
2083,12,NA
2084,1,NA
2084,2,NA
2084,3,NA
2084,4,NA
2084,5,NA
2084,6,NA
2084,7,NA
2084,8,NA
2084,9,NA
2084,10,NA
2084,11,NA
2084,12,NA
2085,1,NA
2085,2,NA
2085,3,NA
2085,4,NA
2085,5,NA
2085,6,NA
2085,7,NA
2085,8,NA
2085,9,NA
2085,10,NA
2085,11,NA
2085,12,NA
2086,1,NA
2086,2,NA
2086,3,NA
2086,4,NA
2086,5,NA
2086,6,NA
2086,7,NA
2086,8,NA
2086,9,NA
2086,10,NA
2086,11,NA
2086,12,NA
2087,1,NA
2087,2,NA
2087,3,NA
2087,4,NA
2087,5,NA
2087,6,NA
2087,7,NA
2087,8,NA
2087,9,NA
2087,10,NA
2087,11,NA
2087,12,NA
2088,1,NA
2088,2,NA
2088,3,NA
2088,4,NA
2088,5,NA
2088,6,NA
2088,7,NA
2088,8,NA
2088,9,NA
2088,10,NA
2088,11,NA
2088,12,NA
2089,1,NA
2089,2,NA
2089,3,NA
2089,4,NA
2089,5,NA
2089,6,NA
2089,7,NA
2089,8,NA
2089,9,NA
2089,10,NA
2089,11,NA
2089,12,NA
2090,1,NA
2090,2,NA
2090,3,NA
2090,4,NA
2090,5,NA
2090,6,NA
2090,7,NA
2090,8,NA
2090,9,NA
2090,10,NA
2090,11,NA
2090,12,NA
2091,1,NA
2091,2,NA
2091,3,NA
2091,4,NA
2091,5,NA
2091,6,NA
2091,7,NA
2091,8,NA
2091,9,NA
2091,10,NA
2091,11,NA
2091,12,NA
2092,1,NA
2092,2,NA
2092,3,NA
2092,4,NA
2092,5,NA
2092,6,NA
2092,7,NA
2092,8,NA
2092,9,NA
2092,10,NA
2092,11,NA
2092,12,NA
2093,1,NA
2093,2,NA
2093,3,NA
2093,4,NA
2093,5,NA
2093,6,NA
2093,7,NA
2093,8,NA
2093,9,NA
2093,10,NA
2093,11,NA
2093,12,NA
2094,1,NA
2094,2,NA
2094,3,NA
2094,4,NA
2094,5,NA
2094,6,NA
2094,7,NA
2094,8,NA
2094,9,NA
2094,10,NA
2094,11,NA
2094,12,NA
2095,1,NA
2095,2,NA
2095,3,NA
2095,4,NA
2095,5,NA
2095,6,NA
2095,7,NA
2095,8,NA
2095,9,NA
2095,10,NA
2095,11,NA
2095,12,NA
2096,1,NA
2096,2,NA
2096,3,NA
2096,4,NA
2096,5,NA
2096,6,NA
2096,7,NA
2096,8,NA
2096,9,NA
2096,10,NA
2096,11,NA
2096,12,NA
2097,1,NA
2097,2,NA
2097,3,NA
2097,4,NA
2097,5,NA
2097,6,NA
2097,7,NA
2097,8,NA
2097,9,NA
2097,10,NA
2097,11,NA
2097,12,NA
2098,1,NA
2098,2,NA
2098,3,NA
2098,4,NA
2098,5,NA
2098,6,NA
2098,7,NA
2098,8,NA
2098,9,NA
2098,10,NA
2098,11,NA
2098,12,NA
2099,1,NA
2099,2,NA
2099,3,NA
2099,4,NA
2099,5,NA
2099,6,NA
2099,7,NA
2099,8,NA
2099,9,NA
2099,10,NA
2099,11,NA
2099,12,NA
2100,1,NA
2100,2,NA
2100,3,NA
2100,4,NA
2100,5,NA
2100,6,NA
2100,7,NA
2100,8,NA
2100,9,NA
2100,10,NA
2100,11,NA
2100,12,NA
2101,1,NA
2101,2,NA
2101,3,NA
2101,4,NA
2101,5,NA
2101,6,NA
2101,7,NA
2101,8,NA
2101,9,NA
2101,10,NA
2101,11,NA
2101,12,NA
2102,1,NA
2102,2,NA
2102,3,NA
2102,4,NA
2102,5,NA
2102,6,NA
2102,7,NA
2102,8,NA
2102,9,NA
2102,10,NA
2102,11,NA
2102,12,NA
2103,1,NA
2103,2,NA
2103,3,NA
2103,4,NA
2103,5,NA
2103,6,NA
2103,7,NA
2103,8,NA
2103,9,NA
2103,10,NA
2103,11,NA
2103,12,NA
2104,1,NA
2104,2,NA
2104,3,NA
2104,4,NA
2104,5,NA
2104,6,NA
2104,7,NA
2104,8,NA
2104,9,NA
2104,10,NA
2104,11,NA
2104,12,NA
2105,1,NA
2105,2,NA
2105,3,NA
2105,4,NA
2105,5,NA
2105,6,NA
2105,7,NA
2105,8,NA
2105,9,NA
2105,10,NA
2105,11,NA
2105,12,NA
2106,1,NA
2106,2,NA
2106,3,NA
2106,4,NA
2106,5,NA
2106,6,NA
2106,7,NA
2106,8,NA
2106,9,NA
2106,10,NA
2106,11,NA
2106,12,NA
2107,1,NA
2107,2,NA
2107,3,NA
2107,4,NA
2107,5,NA
2107,6,NA
2107,7,NA
2107,8,NA
2107,9,NA
2107,10,NA
2107,11,NA
2107,12,NA
2108,1,NA
2108,2,NA
2108,3,NA
2108,4,NA
2108,5,NA
2108,6,NA
2108,7,NA
2108,8,NA
2108,9,NA
2108,10,NA
2108,11,NA
2108,12,NA
2109,1,NA
2109,2,NA
2109,3,NA
2109,4,NA
2109,5,NA
2109,6,NA
2109,7,NA
2109,8,NA
2109,9,NA
2109,10,NA
2109,11,NA
2109,12,NA
2110,1,NA
2110,2,NA
2110,3,NA
2110,4,NA
2110,5,NA
2110,6,NA
2110,7,NA
2110,8,NA
2110,9,NA
2110,10,NA
2110,11,NA
2110,12,NA
2111,1,NA
2111,2,NA
2111,3,NA
2111,4,NA
2111,5,NA
2111,6,NA
2111,7,NA
2111,8,NA
2111,9,NA
2111,10,NA
2111,11,NA
2111,12,NA
2112,1,NA
2112,2,NA
2112,3,NA
2112,4,NA
2112,5,NA
2112,6,NA
2112,7,NA
2112,8,NA
2112,9,NA
2112,10,NA
2112,11,NA
2112,12,NA
2113,1,NA
2113,2,NA
2113,3,NA
2113,4,NA
2113,5,NA
2113,6,NA
2113,7,NA
2113,8,NA
2113,9,NA
2113,10,NA
2113,11,NA
2113,12,NA
2114,1,NA
2114,2,NA
2114,3,NA
2114,4,NA
2114,5,NA
2114,6,NA
2114,7,NA
2114,8,NA
2114,9,NA
2114,10,NA
2114,11,NA
2114,12,NA
2115,1,NA
2115,2,NA
2115,3,NA
2115,4,NA
2115,5,NA
2115,6,NA
2115,7,NA
2115,8,NA
2115,9,NA
